,Dept,Number,Course_Name,Professor,Start_Time,End_Time,Location,Description,Pre/coreqs,Offered,Dept + Number,Median Grade,Semester (Ex: SP21)
61,CS,5411,Practicum in Operating Systems,Robbert VanRenesse,02:40PM,03:30PM,Phillips Hall 219,"Studies the practical aspects of operating systems through the design and implementation of an operating system kernel that supports multiprogramming, virtual memory, and various input-output devices. All the programming for the project is in a high-level language.",Corequisite: CS 5410.,"Fall, Spring.",CS 5411,,
62,CS,5412,Cloud Computing,Ken Birman,09:40AM,10:55AM,Bill and Melinda Gates Hll G01,"Focuses on cloud computing, large-scale Internet applications, and other practical issues in designing and implementing trustworthy, scalable distributed software.",Prerequisite: CS 4410 or permission of instructor.,Spring.,CS 5412,,
63,CS,5433,"Blockchains, Cryptocurrencies, and Smart Contracts",Ari Juels,04:20PM,05:35PM,Bloomberg Center 131,"Viewed variously as a niche currency for online criminals and a technological threat to the financial industry, Bitcoin has fueled mythmaking, financial speculation, and real technological innovation. We will study both Bitcoin and the technological landscape it has inspired and catalyzed. Topics will include: the mechanics of consensus algorithms, such as Proof of Work and Byzantine Consensus, and their role in blockchains and cryptocurrencies; cryptographic tools employed in cryptocurrencies, including digital signatures algorithm and zero-knowledge proofs; the evolution and mechanics of Bitcoin and its ecosystem; smart contracts; and special topics, such as trusted hardware in blockchain-based systems, smart contracts and real-world contract law, and cryptocurrencies and crime. Grading will be based on homework assignments and a final exam.",,Spring.,CS 5433,,
64,CS,5436,Privacy in the Digital Age,Helen Nissenbaum,11:25AM,12:40PM,Tata Innovation Center 141X,"This course introduces students to privacy technologies and surveys the current state of digital privacy from multiple perspectives, including technology, law, policy, ethics, economics, and surveillance.",,Spring.,CS 5436,,
65,CS,5625,Interactive Computer Graphics,Stephen Marschner,09:40AM,10:55AM,Hollister Hall 372,"Methods for interactive computer graphics, targeting applications including games, visualization, design, and immersive environments. Introduces students to state-of-the-art interactive techniques and programmable shading. Programming assignments use C++ and OpenGL, and students also propose and implement an open-ended final project.",Prerequisite: CS 4620/CS 5620.,Spring.,CS 5625,,
66,CS,5670,Introduction to Computer Vision,Bharath Hariharan,01:30PM,02:20PM,Klarman Hall KG70,"An in-depth introduction to computer vision. The goal of computer vision is to compute properties of our world - including the 3D shape of an environment, the motion of objects, and the names of things - through analysis of digital images or videos. The course covers a range of topics, including low-level vision, 3D reconstruction, and object recognition, as well as key algorithmic, optimization, and machine learning techniques, including deep learning. This course emphasizes hands-on experience with computer vision and includes several programming projects.","Prerequisite: CS 2110, CS 2800.",Spring.,CS 5670,,
67,CS,5678,Topics in Mixed Reality,Harald Haraldsson,11:25AM,12:40PM,Bloomberg Center 161X,"This course explores the field of Mixed Reality through research topics at the intersection of Computer Vision, Computer Graphics, and Human-Computer Interaction. Topics covered may include but not limited to: 3D interaction techniques, remote collaboration, tracking methods, photometric registration, navigation and more. Students will complete a research-oriented project with focus on a selected topic of interest. Deliverables include project proposal, milestones, final report, and other submissions such as software prototypes where applicable.","Prerequisite: CS 5650, INFO 5340, or permission from the instructor.",Spring.,CS 5678,,
68,CS,5700,Foundations of Artificial Intelligence,Kevin Ellis,02:45PM,04:00PM,Olin Hall 155,"Challenging introduction to the major subareas and current research directions in artificial intelligence. Topics include: knowledge representation, heuristic search, problem solving, natural-language processing, game-playing, logic and deduction, planning, and machine learning.",,"Fall, Spring.",CS 5700,,
69,CS,5726,"Learning, Inference, and Decision Making from Data",Nathan Kallus,09:40AM,10:55AM,Bloomberg Center 161X,"This course covers the analysis of data for making decisions with applications to electronic commerce, AI and intelligent agents, business analytics, and personalized medicine. The focus will be on learning good and automated decision policies, inferring causal effects of potential decisions, and interactive and intelligent systems that learn through acting and act to learn. Topics include A/B testing, sequential decision making and bandits, decision theory, risk minimization and generalization, Markov decision processes, reinforcement learning, analysis of observational data, instrumental variable analysis, and algorithmic fairness of personalized decision policies. Students are expected to have taken a first course in machine learning and have working knowledge of calculus, probability, and linear algebra as well as a modern scripting language such as Python.",Prerequisite: ORIE 5750 or CS 5785.,Spring.,CS 5726,,
70,CS,5758,Autonomous Mobile Robots,Hadas Kress-Gazit,09:40AM,10:55AM,Hollister Hall 110,"Creating robots capable of performing complex tasks autonomously requires one to address a variety of different challenges such as sensing, perception, control, planning, mechanical design, and interaction with humans. In recent years many advances have been made toward creating such systems, both in the research community (different robot challenges and competitions) and in industry (industrial, military, and domestic robots). This course gives an overview of the challenges and techniques used for creating autonomous mobile robots. Topics include sensing, localization, mapping, path planning, motion planning, obstacle and collision avoidance, and multi-robot control.",,Spring.,CS 5758,,
71,CS,5780,Introduction to Machine Learning,Christopher De Sa,07:30PM,08:45PM,Statler Hall 185-Aud,"The course provides an introduction to machine learning, focusing on supervised learning and its theoretical foundations. Topics include regularized linear models, boosting, kernels, deep networks, generative models, online learning, and ethical questions arising in ML applications.","Prerequisite: probability theory (e.g. BTRY 3080, ECON 3130, MATH 4710, ENGRD 2700) and linear algebra (e.g. MATH 2940) and calculus (e.g. MATH 1920) and programming proficiency (e.g. CS 2110).","Fall, Spring.",CS 5780,,
72,CS,5783,Mathematical Foundations of Machine Learning,Karthik Sridharan,09:40AM,10:55AM,Bill and Melinda Gates Hll G01,"Machine Learning (ML) is a ubiquitous technology. This course, which is a follow up to an introductory course on ML will cover topics that aim to provide a theoretical foundation for designing and analyzing ML algorithms. This course has three basic blocks. First block will provide basic mathematical and statistical toolset required for formalizing ML problems effectively and analyzing them. This block will include topics like generalization, sample complexity of learning algorithm and understanding the inherent challenges in various ML frameworks and models. The second block will provide the foundations in algorithms design and optimization techniques required for building and analyzing various ML algorithms. This block will cover topics like gradient descent, stochastic gradient descent, algorithm design for online learning and computational challenges in ML. ML algorithms are deployed in real world and make decisions that affect real world users. The third block, will cover topics on how to formally reason about and how to design ML methods that address social and user related concerns that ML algorithms need to deal with. This block will cover topics such as fairness, privacy, the right to be forgotten and other such issues and how to build ML algorithms that address or assuage these concerns.","Prerequisite: CS 4780, CS 4820 or equivalent.",Spring.,CS 5783,,
